requirement_id,domain,release_priority,normalized_requirement,stage10_artifacts,stage10_status,test_contract_status,notes
VIS-DS-004,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Final runtime font is not frozen; Stage-20 baseline uses Inter + system fallbacks and must remain replaceable.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-DS-005,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Current token palette is implementation baseline; final scene-level color calibration remains a freeze refinement.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MOTION-001,Visual & interaction,P0,Navigation motion is fast/restrained; mascot/feedback motion may be more elastic without impairing function.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MOTION-002,Visual & interaction,P0,Reduced Motion behavior is mandatory; large bounce/squash/motion degrades to restrained fade/scale while preserving feedback.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-MOTION-003,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Stage-20 motion values are the implementation baseline; final animation tuning remains open.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-RESP-001,Visual & interaction,P0,Mobile is primary; desktop/admin uses dedicated desktop information architecture rather than stretched mobile layouts.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/RESPONSIVE_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-RESP-002,Visual & interaction,P0,"Responsive 3D framing preserves mascot face/eyes, CTA and nav safe regions; mascot does not scale linearly with viewport width.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/RESPONSIVE_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-001,Visual & interaction,P0,3D planning architecture = HYBRID and functional UI must remain usable when realtime 3D is unavailable.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-002,Visual & interaction,P0,Realtime baseline = Three.js + WebGL2-capable web/PWA + glTF 2.0/GLB.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-003,Visual & interaction,P0,"3D coordinate convention = 1 unit = 1 meter, right-handed glTF, Y-up.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-004,Visual & interaction,P0,Production visual runtime files may be consumed directly only from `08_PRODUCTION_EXPORTS/`.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-005,Visual & interaction,P0,Existing package GLBs are Stage-16 technical/proxy assets and must not be promoted as final production 3D.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-006,Visual & interaction,P0_EXTERNAL_ASSET_WITH_FALLBACK,Final mascot/world production GLBs are external production dependencies; integrate through explicit interfaces and approved fallbacks.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,EXTERNAL_ASSET_WITH_FRONTEND_FALLBACK,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-007,Visual & interaction,DEFERRED_OPTIONAL,KTX2 remains optional/unvalidated; compatible non-KTX2 path is current baseline.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,DEFERRED_OPTIONAL,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-008,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,"LOD, memory and file-size numeric budgets are not benchmark-certified; no measured performance claim may be invented.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-3D-009,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Numeric camera/FOV/safe-zone and runtime-lighting values remain tuning items; use current framing/lighting specs as baseline.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ASSET-001,Visual & interaction,P0,Old schematic Happy/Coma mascot fallbacks are deprecated; canonical-derived v2 fallbacks are current.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ASSET-002,Visual & interaction,P0,Approved Pulkovo Home Day v2 fallback is current.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-QA-001,Visual & interaction,P0,Current Golden Screen set contains 17 v2 references: 15 mobile and 2 desktop.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-QA-002,Visual & interaction,P0,Golden Screens are visual regression references and do not replace functional/performance runtime tests.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-RIGHTS-001,Visual & interaction,P0,Legal/brand/license/provenance workflow is WAIVED_NON_BLOCKING for project progression; this is not independent legal clearance.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-PERF-001,Visual & interaction,P0,Physical-device Stage-16 validation is WAIVED_NON_BLOCKING; no measured FPS/memory/load claim is authorized.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ART-005,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Final app identity/logo must not be invented until supplied/approved.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ASSET-003,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Release-specific achievement/cosmetic art may use generic badge/icon fallback; do not invent final release inventory.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-ASSET-004,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,Final evolution-branch art must not be invented; canonical/base mascot treatment remains valid until branch assets exist.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HANDOFF-001,Visual & interaction,P0,Current developer consumption filenames are the Stage-20 canonical files named by the handoff index even where versioned lineage companions exist.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
VIS-HANDOFF-002,Visual & interaction,P0_BASELINE_DEFERRED_FREEZE,No live Figma workspace/master link is available; file-based handoff is the current source.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/VISUAL_INTEGRATION.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_STATE_POLICY.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-AMBIENT-001,Ambient & pet interaction,P0,"Pet tone is cute, emotional and slightly naive but not overly childish; copy stays short and avoids corporate bureaucracy, sarcasm and complex humor.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-AMBIENT-002,Ambient & pet interaction,P0,Ambient mascot reactions/copy are limited to at most 1–2 occurrences per day.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-AMBIENT-003,Ambient & pet interaction,P0,"Ambient external context is limited to Saint Petersburg weather/temperature/precipitation, season, time of day, day of week and official holidays.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-AMBIENT-004,Ambient & pet interaction,P0,"Ambient layer excludes news, politics and complex information search.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-PETACT-001,Ambient & pet interaction,P0,"MVP includes lightweight pet actions such as petting, a short 2–3 second play interaction and call/visual reaction; they provide no gameplay advantage and use no sound.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ACH-001,Achievements & collection,P0,Achievements / Collection user surface shows only earned achievements and cosmetics; it does not expose an invented locked catalog.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-NFR-004,Non-functional requirements,P0,"Accessibility baseline includes readable contrast, scalable text, adequate touch targets, correct form labels and keyboard support for web.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/I18N_CONTRACT.md; 10_FRONTEND_CONTRACT/PWA_CONTRACT.md; 10_FRONTEND_CONTRACT/RESPONSIVE_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-NFR-005,Non-functional requirements,P0,MVP UI language is Russian and user-facing strings must be externalized through a localization layer rather than hardcoded.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/I18N_CONTRACT.md; 10_FRONTEND_CONTRACT/PWA_CONTRACT.md; 10_FRONTEND_CONTRACT/RESPONSIVE_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-SCREEN-001,Release screen surface,P0,"MVP screen surface covers onboarding, Monthly Goal setup, Home, Add AI case, Result, History Tasks/Events, employee/directorate ratings, anonymous analytics, public employee profile, Profile, Achievements/Collection, scoring explainer, Director Dashboard, Executive Dashboard and Admin Panel, interpreted through current v2 navigation/Home overrides.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ACH-002,Achievements & collection,P0_BASELINE_DEFERRED_FREEZE,"MVP content planning uses approximately 20–30 achievements as a working orientation; exact achievement inventory, rewards and release-specific art remain content/balance items rather than a frozen mandatory list.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,BASELINE_WITH_DEFERRED_VISUAL_FREEZE,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-NFR-009,Non-functional requirements,P0,"Home, leaderboard and dashboard basic data have a Product target of p95 under 2 seconds at normal load; AI task processing may be asynchronous within the current session with a clear progress state.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ACCESSIBILITY_CONTRACT.md; 10_FRONTEND_CONTRACT/I18N_CONTRACT.md; 10_FRONTEND_CONTRACT/PWA_CONTRACT.md; 10_FRONTEND_CONTRACT/RESPONSIVE_CONTRACT.md; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-PETTIMELINE-001,Dashboards & history,P0,"Profile/history includes a compact Pet Timeline covering evolution stages, branch choice, major achievements, rare cosmetics and annual awards; routine daily HP changes are excluded.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ANL-002,Dashboards & history,P0,"Employee-facing anonymous Company Analytics supports current month, previous month, current year and custom-period filters, with comparison to a comparable previous period for key KPIs.",10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
PRD-ANL-003,Dashboards & history,P0,Employee-facing anonymous Company Analytics does not include a separate AI Maturity Trends block and does not compare directorates.,10_FRONTEND_CONTRACT/FRONTEND_ARCHITECTURE.md; 10_FRONTEND_CONTRACT/ROUTE_MAP.md; 10_FRONTEND_CONTRACT/SCREEN_CONTRACT_MATRIX.csv; 10_FRONTEND_CONTRACT/SCREEN_TO_API_MATRIX.csv; 10_FRONTEND_CONTRACT/FRONTEND_TEST_CONTRACT.md,MAPPED,CONTRACT_DEFINED_EXECUTABLE_MAPPING_STAGE15,No frontend business authority added; current source precedence applied.
