requirement_id,feature_group_id,priority,critical,test_ids,suite_id,acceptance_coverage,automation_target,external_evidence,source_file,source_section,notes
VIS-3D-001,FG-3D,P0,YES,REQT-VIS-3D-001,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-3D-002,FG-3D,P0,YES,REQT-VIS-3D-002,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-3D-003,FG-3D,P0,YES,REQT-VIS-3D-003,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-3D-004,FG-3D,P0,YES,REQT-VIS-3D-004,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md,Final package README,Automated acceptance test required before release candidate.
VIS-3D-005,FG-3D,P0,YES,REQT-VIS-3D-005,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md,Final package audit,Automated acceptance test required before release candidate.
VIS-3D-006,FG-3D,P0_EXTERNAL_ASSET_WITH_FALLBACK,YES,REQT-VIS-3D-006,QA-S20,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md,Final package audit,Fallback mandatory; final asset acceptance requires actual delivered asset.
VIS-3D-007,FG-3D,DEFERRED_OPTIONAL,NO,REQT-VIS-3D-007,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Verify default-disabled behavior; full test only if optional capability is enabled.
VIS-3D-008,FG-3D,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-3D-008,QA-S20,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-3D-009,FG-3D,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-3D-009,QA-S20,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-ASSET-001,FG-VIS-ASSET,P0,YES,REQT-VIS-ASSET-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md,Current approval,Automated acceptance test required before release candidate.
VIS-ASSET-002,FG-VIS-ASSET,P0,YES,REQT-VIS-ASSET-002,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md,Current approval,Automated acceptance test required before release candidate.
VIS-QA-001,FG-VIS-QA,P0,YES,REQT-VIS-QA-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/CURRENT_PROJECT_APPROVAL_STATUS_v2.0.md,Current remediation,Automated acceptance test required before release candidate.
VIS-QA-002,FG-VIS-QA,P0,YES,REQT-VIS-QA-002,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/README_FINAL_PACKAGE_v2.0.md,Visual QA / final audit,Automated acceptance test required before release candidate.
VIS-RIGHTS-001,FG-GOV,P0,YES,REQT-VIS-RIGHTS-001,QA-S01,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §1,Automated acceptance test required before release candidate.
VIS-PERF-001,FG-3D,P0,YES,REQT-VIS-PERF-001,QA-S20,COVERED,AUTOMATED,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md,Owner override §4,Automated acceptance test required before release candidate.
VIS-ART-005,FG-VIS-ART,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-ART-005,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-ASSET-003,FG-VIS-ASSET,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-ASSET-003,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-ASSET-004,FG-VIS-ASSET,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-ASSET-004,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
VIS-HANDOFF-001,FG-VIS-HANDOFF,P0,YES,REQT-VIS-HANDOFF-001,QA-S18,COVERED,AUTOMATED_VISUAL_PLUS_REVIEW,NO,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/09_DEVELOPER_HANDOFF/HANDOFF_INDEX_v2.0.md,Stage-20 handoff,Automated acceptance test required before release candidate.
VIS-HANDOFF-002,FG-VIS-HANDOFF,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-VIS-HANDOFF-002,QA-S18,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/OPEN_DECISIONS_FINAL.md,Final audit,Current baseline tested; final tuning/art is not fabricated.
PRD-AMBIENT-001,FG-AMBIENT,P0,YES,REQT-PRD-AMBIENT-001,QA-S20,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.2,Automated acceptance test required before release candidate.
PRD-AMBIENT-002,FG-AMBIENT,P0,YES,REQT-PRD-AMBIENT-002,QA-S20,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.2 PET-010,Automated acceptance test required before release candidate.
PRD-AMBIENT-003,FG-AMBIENT,P0,YES,REQT-PRD-AMBIENT-003,QA-S20,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.2 PET-011,Automated acceptance test required before release candidate.
PRD-AMBIENT-004,FG-AMBIENT,P0,YES,REQT-PRD-AMBIENT-004,QA-S20,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.2 PET-012,Automated acceptance test required before release candidate.
PRD-PETACT-001,FG-AMBIENT,P0,YES,REQT-PRD-PETACT-001,QA-S20,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§19.3,Automated acceptance test required before release candidate.
PRD-ACH-001,FG-ACH,P0,YES,REQT-PRD-ACH-001,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§20.4 UX-003,Automated acceptance test required before release candidate.
PRD-NFR-004,FG-NFR,P0,YES,REQT-PRD-NFR-004,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Accessibility / NFR-010,Automated acceptance test required before release candidate.
PRD-NFR-005,FG-NFR,P0,YES,REQT-PRD-NFR-005,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Localization / NFR-011,Automated acceptance test required before release candidate.
PRD-NFR-006,FG-NFR,P0,YES,REQT-PRD-NFR-006,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Observability,Automated acceptance test required before release candidate.
PRD-NFR-007,FG-NFR,P0,YES,REQT-PRD-NFR-007,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Scalability,Automated acceptance test required before release candidate.
PRD-NFR-008,FG-NFR,P0,YES,REQT-PRD-NFR-008,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Data export,Automated acceptance test required before release candidate.
PRD-SCREEN-001,FG-SURFACE,P0,YES,REQT-PRD-SCREEN-001,QA-S16,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix A,Automated acceptance test required before release candidate.
PRD-QA-001,FG-NFR,P0,YES,REQT-PRD-QA-001,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§28 Acceptance criteria,Automated acceptance test required before release candidate.
PRD-FUTURE-001,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-001,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-002,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-002,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-003,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-003,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-ACH-002,FG-ACH,P0_BASELINE_DEFERRED_FREEZE,YES,REQT-PRD-ACH-002,QA-S07,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,TZ_AI_Tamagotchi_v1.0 (1).docx,§29 Balance parameters,Current baseline tested; final tuning/art is not fabricated.
PRD-EXT-003,FG-INTEGRATIONS,P0_OPTIONAL_EXTERNAL_INTEGRATION,YES,REQT-PRD-EXT-003,QA-S11,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§25 Integrations,Disabled path mandatory; real-provider acceptance only when enabled.
PRD-AI-009,FG-AICASE,P0,YES,REQT-PRD-AI-009,QA-S03,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§25.1 Capability knowledge,Automated acceptance test required before release candidate.
PRD-SEC-001,FG-SEC,P0,YES,REQT-PRD-SEC-001,QA-S22,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated acceptance test required before release candidate.
PRD-SEC-002,FG-SEC,P0,YES,REQT-PRD-SEC-002,QA-S22,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated acceptance test required before release candidate.
PRD-SEC-003,FG-SEC,P0,YES,REQT-PRD-SEC-003,QA-S22,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated acceptance test required before release candidate.
PRD-SEC-004,FG-SEC,P0,YES,REQT-PRD-SEC-004,QA-S22,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated acceptance test required before release candidate.
PRD-SEC-005,FG-SEC,P0,YES,REQT-PRD-SEC-005,QA-S22,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated acceptance test required before release candidate.
PRD-SEC-006,FG-SEC,P0_EXTERNAL_GOVERNANCE,YES,REQT-PRD-SEC-006,QA-S22,COVERED,AUTOMATED_CORE_PLUS_EXTERNAL_EVIDENCE,YES,TZ_AI_Tamagotchi_v1.0 (1).docx,§26.2 Security measures,Automated readiness gate + real organizational approval evidence before industrial production.
PRD-NFR-009,FG-NFR,P0,YES,REQT-PRD-NFR-009,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Performance,Automated acceptance test required before release candidate.
PRD-NFR-010,FG-NFR,P0_BASELINE_DEFERRED_SLA,YES,REQT-PRD-NFR-010,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Availability,Test source target against documented load profile; no invented capacity/SLA.
PRD-NFR-011,FG-NFR,P0,YES,REQT-PRD-NFR-011,QA-S21,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§27 Idempotency,Automated acceptance test required before release candidate.
PRD-PETTIMELINE-001,FG-EMPLOYEE,P0,YES,REQT-PRD-PETTIMELINE-001,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§15.4 HIST-003,Automated acceptance test required before release candidate.
PRD-ANL-002,FG-EMPLOYEE,P0,YES,REQT-PRD-ANL-002,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§16 AN-002,Automated acceptance test required before release candidate.
PRD-ANL-003,FG-EMPLOYEE,P0,YES,REQT-PRD-ANL-003,QA-S07,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§16 AN-003,Automated acceptance test required before release candidate.
PRD-FUTURE-004,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-004,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-005,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-005,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-006,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-006,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-007,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-007,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
PRD-FUTURE-008,FG-FUTURE,FUTURE_UNSCHEDULED,NO,REQT-PRD-FUTURE-008,QA-S01,COVERED,AUTOMATED,NO,TZ_AI_Tamagotchi_v1.0 (1).docx,§30 Future scope,Verify capability remains absent/disabled in MVP.
