requirement_id,domain,normalized_requirement,requirement_kind,stage1_status,source_tier,source_file,source_section,source_requirement_ids,decision_id,release_priority,target_master_stage,architecture_ref,db_ref,api_ref,implementation_ref,test_ref,notes
PRD-AI-006,AI processing & scoring,The system must not label an employee statement as a lie or accuse the employee.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-083,REQT-PRD-AI-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-007,AI processing & scoring,High similarity to a recent task may trigger a question whether it is a separate execution.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.3,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-084,REQT-PRD-AI-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-AI-008,AI processing & scoring,"If employee confirms a separate execution, both tasks score independently; similarity alone cannot deny points.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§8.3,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-085,REQT-PRD-AI-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-001,AI processing & scoring,Complexity is the only base scoring dimension; business importance is not a separate scoring factor.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-086,REQT-PRD-SCORE-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-002,AI processing & scoring,LLM/classifier selects only C1–C5; backend deterministic logic assigns numerical points.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1; Appendix C,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-087,REQT-PRD-SCORE-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-003,AI processing & scoring,C1 Basic = 1 point.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-088,REQT-PRD-SCORE-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-004,AI processing & scoring,C2 Standard = 5 points.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-089,REQT-PRD-SCORE-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-005,AI processing & scoring,C3 Advanced = 15 points.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-090,REQT-PRD-SCORE-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-006,AI processing & scoring,C4 Expert = 40 points.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-091,REQT-PRD-SCORE-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-007,AI processing & scoring,C5 System / AI Engineering = 100 points.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.1,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-092,REQT-PRD-SCORE-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-008,AI processing & scoring,Evidence signals guide C-level classification but are not mechanically summed into score.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.2,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-093,REQT-PRD-SCORE-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-009,AI processing & scoring,Number of AI tools alone does not increase Complexity without a connected workflow.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.2; §7.4,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-094,REQT-PRD-SCORE-009,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-010,AI processing & scoring,"Role, personal skill, recipient status, description verbosity and inferred prestige must not affect Complexity.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§7.4,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-095,REQT-PRD-SCORE-010,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-SCORE-011,AI processing & scoring,Processing must record prompt/model/rubric version identifiers so rule changes do not silently change historical records.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,Appendix C,,,P0,8,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP06,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-096,REQT-PRD-SCORE-011,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-001,Pet HP & health,HP range is 0–100.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-097,REQT-PRD-HP-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-002,Pet HP & health,HP 80–100 = Happy/energetic state.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-098,REQT-PRD-HP-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-003,Pet HP & health,HP 60–79 = Normal.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-099,REQT-PRD-HP-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-004,Pet HP & health,HP 40–59 = Bored.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-100,REQT-PRD-HP-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-005,Pet HP & health,HP 20–39 = Tired.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-101,REQT-PRD-HP-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-006,Pet HP & health,HP 1–19 = Very Weak.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-102,REQT-PRD-HP-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-007,Pet HP & health,HP 0 = Coma.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.1,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-103,REQT-PRD-HP-007,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-008,Pet HP & health,Business-day calculations use Saint Petersburg calendar/date with day close at 23:59.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-104,REQT-PRD-HP-008,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-009,Pet HP & health,A working day with no registered tasks applies -30 HP after day close.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-105,REQT-PRD-HP-009,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-010,Pet HP & health,"Daily base recovery uses the day's maximum Complexity: C1 +10, C2 +15, C3 +25, C4 +35, C5 +45.",CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-106,REQT-PRD-HP-010,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-011,Pet HP & health,Each additional valid task beyond the day's maximum-Complexity task adds +2 HP; HP stays capped at 100.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-107,REQT-PRD-HP-011,Product v1.0 marks balance parameters for pilot calibration; preserve this exact baseline until an explicit later decision.; Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-012,Pet HP & health,"Weekends, corporate non-working days and active vacation do not change HP.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.2,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-108,REQT-PRD-HP-012,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-013,Pet HP & health,At HP=0 the pet enters Coma and never permanently dies.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-109,REQT-PRD-HP-013,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-014,Pet HP & health,"Coma exit requires at least two active working days: first starts recovery, second exits to Very Weak.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-110,REQT-PRD-HP-014,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-015,Pet HP & health,One C5 task cannot instantly exit Coma.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.3,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-111,REQT-PRD-HP-015,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-HP-016,Pet HP & health,Employee can manually toggle vacation without retroactive effect; vacation freezes HP/streak but does not recalculate Monthly Goals.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§9.4,,,P0,7,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-112,REQT-PRD-HP-016,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-001,Streak & evolution,An active working day has at least one registered task and increases streak by at most 1.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-113,REQT-PRD-STR-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-002,Streak & evolution,A working day without tasks resets current streak.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-114,REQT-PRD-STR-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-003,Streak & evolution,"Weekends, corporate non-working days and vacation freeze streak without increasing it.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-115,REQT-PRD-STR-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-004,Streak & evolution,Store current streak and personal best streak.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-116,REQT-PRD-STR-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-005,Streak & evolution,Streak XP rewards occur only on one-time lifetime milestones.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10.1,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-117,REQT-PRD-STR-005,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-STR-006,Streak & evolution,Working milestone baseline: days 5/10/20/40/80/160 → Evolution XP +5/+10/+20/+40/+80/+150.,CONFIGURABLE_BASELINE,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§10.1,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-118,REQT-PRD-STR-006,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-001,Streak & evolution,Evolution XP is irreversible lifetime progress and never decreases.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.1,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-119,REQT-PRD-EVO-001,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-002,Streak & evolution,"HP decline, Coma and annual leaderboard reset do not reduce Evolution XP or evolution stage.",MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.1,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-120,REQT-PRD-EVO-002,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-003,Streak & evolution,Evolution XP = Lifetime Task Score + Goal XP + Streak Milestone XP + Achievement XP.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.2,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-121,REQT-PRD-EVO-003,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
PRD-EVO-004,Streak & evolution,Task Score converts to Evolution XP 1:1.,MVP_REQUIRED,RESOLVED_FROM_SOURCE,4,TZ_AI_Tamagotchi_v1.0 (1).docx,§11.2,,,P0,7/11,04_ARCHITECTURE/ARCHITECTURE_FINAL.md; 17_IMPLEMENTATION/WORK_PACKAGE_CATALOG.csv#WP07,05_DATABASE/DATABASE_SPEC.md; 05_DATABASE/DATABASE_TRACEABILITY.csv,06_API/openapi_final_v1.yaml,17_IMPLEMENTATION/IMPLEMENTATION_BACKLOG.csv#IMP-122,REQT-PRD-EVO-004,Stage19/21 current trace rebuilt from Feature Matrix + backlog + QA; external gate=NONE
