requirement_id,priority,critical,implementation_item_id,work_package_id,test_ids,qa_suite_id,source,acceptance_criteria,done_condition,external_gate,coverage_status
PRD-GOAL-013,P0,YES,IMP-138,WP08,REQT-PRD-GOAL-013,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4,Working Annual Score reward baseline is +15 per completed goal plus +15 for all three.,Owning code/config is implemented; `REQT-PRD-GOAL-013` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-014,P0,YES,IMP-139,WP08,REQT-PRD-GOAL-014,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4,"Working Evolution XP reward baseline is +10 per completed goal plus +10 for all three, max 40 goal XP/month.",Owning code/config is implemented; `REQT-PRD-GOAL-014` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-GOAL-015,P0,YES,IMP-140,WP08,REQT-PRD-GOAL-015,QA-S05,TZ_AI_Tamagotchi_v1.0 (1).docx :: §12.4; §29,Goal reward values remain current balance baselines until Stage 7 validation/configuration; do not silently change them.,Owning code/config is implemented; `REQT-PRD-GOAL-015` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-001,P0,YES,IMP-141,WP09,REQT-PRD-RANK-001,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.1,Individual public leaderboard is based on Annual Score for the current calendar year.,Owning code/config is implemented; `REQT-PRD-RANK-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-002,P0,YES,IMP-142,WP09,REQT-PRD-RANK-002,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.1,"Annual Score/current leaderboard reset January 1; pet, HP, Evolution XP, history, achievements and cosmetics persist.",Owning code/config is implemented; `REQT-PRD-RANK-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-003,P0,YES,IMP-143,WP09,REQT-PRD-RANK-003,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.1,Past-year top employees may retain visual status badges/cosmetics without gameplay advantage.,Owning code/config is implemented; `REQT-PRD-RANK-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-004,P0,YES,IMP-144,WP09,REQT-PRD-RANK-004,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.1,"Mandatory public employee fields include rank, name, Annual Score, pet appearance and prior-year status rewards.",Owning code/config is implemented; `REQT-PRD-RANK-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-005,P0,YES,IMP-145,WP09,REQT-PRD-RANK-005,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.2,Directorate ranking uses Average Directorate Score based on annual directorate task/goal points and authorized employee denominator as defined by Product semantics.,Owning code/config is implemented; `REQT-PRD-RANK-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-006,P0,YES,IMP-146,WP09,REQT-PRD-RANK-006,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.2,"Directorate card exposes rank, Average Score, Total Score and authorized employee count.",Owning code/config is implemented; `REQT-PRD-RANK-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-007,P0,YES,IMP-147,WP09,REQT-PRD-RANK-007,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.2,Directorate card includes internal employee leaderboard; profile detail respects peer privacy level.,Owning code/config is implemented; `REQT-PRD-RANK-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-008,P0,YES,IMP-148,WP09,REQT-PRD-RANK-008,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.3,Each task/version preserves directorate_id_at_task_time; pre-transfer points remain attributed historically.,Owning code/config is implemented; `REQT-PRD-RANK-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-009,P0,YES,IMP-149,WP09,REQT-PRD-RANK-009,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.3,Terminated employees leave current individual ranking/current denominator while historical analytics remain.,Owning code/config is implemented; `REQT-PRD-RANK-009` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-RANK-010,P0,YES,IMP-150,WP09,REQT-PRD-RANK-010,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §13.3,Admin can hide terminated/inactive profiles without deleting history.,Owning code/config is implemented; `REQT-PRD-RANK-010` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-001,P0,YES,IMP-151,WP09,REQT-PRD-PRIV-001,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,"Peer privacy levels are Closed, Standard (default) and Open.",Owning code/config is implemented; `REQT-PRD-PRIV-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-002,P0,YES,IMP-152,WP09,REQT-PRD-PRIV-002,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,Closed exposes only mandatory public fields.,Owning code/config is implemented; `REQT-PRD-PRIV-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-003,P0,YES,IMP-153,WP09,REQT-PRD-PRIV-003,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,"Standard adds approved aggregates such as task count, complexity distribution, streak, goals, achievements and AI tools.",Owning code/config is implemented; `REQT-PRD-PRIV-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-004,P0,YES,IMP-154,WP09,REQT-PRD-PRIV-004,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,"Open additionally exposes normalized AI-case description, tool(s), Complexity and score.",Owning code/config is implemented; `REQT-PRD-PRIV-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-005,P0,YES,IMP-155,WP09,REQT-PRD-PRIV-005,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,"Raw input, clarification log and task links are never exposed to peers, including Open privacy.",Owning code/config is implemented; `REQT-PRD-PRIV-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-006,P0,YES,IMP-156,WP09,REQT-PRD-PRIV-006,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,Employee may change privacy at any time; the change applies immediately.,Owning code/config is implemented; `REQT-PRD-PRIV-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-PRIV-007,P0,YES,IMP-157,WP09,REQT-PRD-PRIV-007,QA-S06,TZ_AI_Tamagotchi_v1.0 (1).docx :: §14,Peer privacy does not restrict authorized Director/Executive/Admin scope.,Owning code/config is implemented; `REQT-PRD-PRIV-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-001,P0,YES,IMP-158,WP12,REQT-PRD-DASH-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,Personal Dashboard includes Annual Score.,Owning code/config is implemented; `REQT-PRD-DASH-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-002,P0,YES,IMP-159,WP12,REQT-PRD-DASH-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,Personal Dashboard includes Lifetime Task Score / Evolution XP.,Owning code/config is implemented; `REQT-PRD-DASH-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-003,P0,YES,IMP-160,WP12,REQT-PRD-DASH-003,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,"Personal Dashboard includes task count, Complexity distribution and average Complexity.",Owning code/config is implemented; `REQT-PRD-DASH-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-004,P0,YES,IMP-161,WP12,REQT-PRD-DASH-004,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,Personal Dashboard includes AI-active days and current/best streak.,Owning code/config is implemented; `REQT-PRD-DASH-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-005,P0,YES,IMP-162,WP12,REQT-PRD-DASH-005,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,Personal Dashboard includes Monthly Goals progress.,Owning code/config is implemented; `REQT-PRD-DASH-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-006,P0,YES,IMP-163,WP12,REQT-PRD-DASH-006,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,Personal Dashboard includes AI Tools usage and category/subcategory breakdown.,Owning code/config is implemented; `REQT-PRD-DASH-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-007,P0,YES,IMP-164,WP12,REQT-PRD-DASH-007,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,"Personal Dashboard includes activity trend, pet state/evolution and earned achievements/cosmetics.",Owning code/config is implemented; `REQT-PRD-DASH-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DASH-008,P0,YES,IMP-165,WP12,REQT-PRD-DASH-008,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.2,Benchmark comparison metrics do not generate points.,Owning code/config is implemented; `REQT-PRD-DASH-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HIST-001,P0,YES,IMP-166,WP12,REQT-PRD-HIST-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,History has separate Tasks and Events views.,Owning code/config is implemented; `REQT-PRD-HIST-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HIST-002,P0,YES,IMP-167,WP12,REQT-PRD-HIST-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,"Task history supports search and filters for period, Complexity, tool, taxonomy, Monthly Goal, status and score.",Owning code/config is implemented; `REQT-PRD-HIST-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HIST-003,P0,YES,IMP-168,WP12,REQT-PRD-HIST-003,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,"Event history covers key progress events including Score/XP, goals, streak, evolution, achievements/cosmetics, significant HP transitions, coma/recovery and vacation toggles.",Owning code/config is implemented; `REQT-PRD-HIST-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-HIST-004,P0,YES,IMP-169,WP12,REQT-PRD-HIST-004,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,Event history should not expose every routine daily HP delta; meaningful health transitions are the required user-facing events.,Owning code/config is implemented; `REQT-PRD-HIST-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ANL-001,P0,YES,IMP-170,WP12,REQT-PRD-ANL-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §16,Company analytics visible to ordinary employees is aggregate/anonymous and must not expose identifying raw task data.,Owning code/config is implemented; `REQT-PRD-ANL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DIR-001,P0,YES,IMP-171,WP13,REQT-PRD-DIR-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,"Director Dashboard covers authorized headcount, Total/Average Score, directorate rank, task dynamics, C1–C5, top tools/categories, goals and employee score/activity list.",Owning code/config is implemented; `REQT-PRD-DIR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DIR-002,P0,YES,IMP-172,WP13,REQT-PRD-DIR-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,Director can drill down to employee profile and concrete task inside own directorate.,Owning code/config is implemented; `REQT-PRD-DIR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DIR-003,P0,YES,IMP-173,WP13,REQT-PRD-DIR-003,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,Do not invent a standalone Director 'risks/attention' block not defined by Product.,Owning code/config is implemented; `REQT-PRD-DIR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EXEC-001,P0,YES,IMP-174,WP13,REQT-PRD-EXEC-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.2,"Executive Dashboard covers company headcount, task count, average Score/employee, activity dynamics, C1–C5, top tools/categories, goals and directorate ranking.",Owning code/config is implemented; `REQT-PRD-EXEC-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EXEC-002,P0,YES,IMP-175,WP13,REQT-PRD-EXEC-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.2,Executive drilldown is company → directorate → employee → task.,Owning code/config is implemented; `REQT-PRD-EXEC-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ADMIN-001,P0,YES,IMP-176,WP10,REQT-PRD-ADMIN-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.3; §21,"Admin modules cover employees/roles, directorates/directors, block/unblock/hide, calendar, taxonomy, AI tools/unrecognized tools, exports, technical scoring trace and audit logs.",Owning code/config is implemented; `REQT-PRD-ADMIN-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TAX-001,P0,YES,IMP-177,WP10,REQT-PRD-TAX-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,Task taxonomy has two managed levels Category → Subcategory plus free tags.,Owning code/config is implemented; `REQT-PRD-TAX-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TAX-002,P0,YES,IMP-178,WP10,REQT-PRD-TAX-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,AI selects from the managed category/subcategory dictionary and must not create categories itself.,Owning code/config is implemented; `REQT-PRD-TAX-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TAX-003,P0,YES,IMP-179,WP10,REQT-PRD-TAX-003,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,"Admin may add, rename and deactivate taxonomy entries; historical tasks are not automatically reclassified.",Owning code/config is implemented; `REQT-PRD-TAX-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TAX-004,P0,YES,IMP-180,WP10,REQT-PRD-TAX-004,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,Each task version records taxonomy_version; editing an old task classifies the new version with current taxonomy.,Owning code/config is implemented; `REQT-PRD-TAX-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TAX-005,P0,YES,IMP-181,WP10,REQT-PRD-TAX-005,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,Top-level taxonomy begins with the Product v1.0 category set; subcategory depth remains two managed levels.,Owning code/config is implemented; `REQT-PRD-TAX-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TOOL-001,P0,YES,IMP-182,WP10,REQT-PRD-TOOL-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,AI tools use a centralized directory with canonical name and aliases.,Owning code/config is implemented; `REQT-PRD-TOOL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TOOL-002,P0,YES,IMP-183,WP10,REQT-PRD-TOOL-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,"A task may reference multiple tools and, when explicitly inferable, stores primary tool, tool role and usage order.",Owning code/config is implemented; `REQT-PRD-TOOL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TOOL-003,P0,YES,IMP-184,WP10,REQT-PRD-TOOL-003,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,Unrecognized tool name is preserved and does not block the task; Admin may add it later.,Owning code/config is implemented; `REQT-PRD-TOOL-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-TOOL-004,P0,YES,IMP-185,WP10,REQT-PRD-TOOL-004,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,Tool model/version inside an AI service is not a required tracked field.,Owning code/config is implemented; `REQT-PRD-TOOL-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NOTIF-001,P0,YES,IMP-186,WP10,REQT-PRD-NOTIF-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.1,MVP notifications are in-app only.,Owning code/config is implemented; `REQT-PRD-NOTIF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-NOTIF-002,P0,YES,IMP-187,WP10,REQT-PRD-NOTIF-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.1,"Notification domains include pet health, Monthly Goals, streak, progress events and limited leaderboard events.",Owning code/config is implemented; `REQT-PRD-NOTIF-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ADMIN-002,P0,YES,IMP-188,WP10,REQT-PRD-ADMIN-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.2,"Admin can manage directorates, transfers, directors, system role/status, block/unblock, exceptional manual employees and personnel corrections.",Owning code/config is implemented; `REQT-PRD-ADMIN-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-ADMIN-003,P0,YES,IMP-189,WP10,REQT-PRD-ADMIN-003,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.2,"Administrative changes are auditable with actor, action, entity, old value, new value and timestamp.",Owning code/config is implemented; `REQT-PRD-ADMIN-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-CAL-001,P0,YES,IMP-190,WP10,REQT-PRD-CAL-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.3,"A single corporate calendar defines weekends, official holidays and manually added company non-working days.",Owning code/config is implemented; `REQT-PRD-CAL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EXP-001,P0,YES,IMP-191,WP10,REQT-PRD-EXP-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §22,Exports support XLSX and CSV with role-based scope.,Owning code/config is implemented; `REQT-PRD-EXP-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EXP-002,P0,YES,IMP-192,WP10,REQT-PRD-EXP-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §22.1,"Task-level export can represent current task version or, in audit mode, a specific historical version.",Owning code/config is implemented; `REQT-PRD-EXP-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-001,P0,YES,IMP-193,WP02,REQT-PRD-DATA-001,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21; §23,"Personnel identity, current directorate, application role/status and active state are represented separately from immutable task history.",Owning code/config is implemented; `REQT-PRD-DATA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-002,P0,YES,IMP-194,WP02,REQT-PRD-DATA-002,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23; §24,"Task/version data preserves raw input, normalized description, processing/classification output, timestamps and version lineage needed for audit.",Owning code/config is implemented; `REQT-PRD-DATA-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-003,P0,YES,IMP-195,WP02,REQT-PRD-DATA-003,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.9,"Task-tool mapping supports recognized/unrecognized tools, primary flag, role description and sequence when known.",Owning code/config is implemented; `REQT-PRD-DATA-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-004,P0,YES,IMP-196,WP02,REQT-PRD-DATA-004,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.10,Task URLs are stored independently and can be removed without the application opening/analyzing them.,Owning code/config is implemented; `REQT-PRD-DATA-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-005,P0,YES,IMP-197,WP02,REQT-PRD-DATA-005,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.11; Appendix C,"Score accounting uses event/ledger semantics with deltas, source references, directorate attribution, SPB event date and reversal linkage.",Owning code/config is implemented; `REQT-PRD-DATA-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-006,P0,YES,IMP-198,WP02,REQT-PRD-DATA-006,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.12,"Pet state covers HP, health state, vacation, current/best streak, Evolution XP/stage/branch and coma recovery progress.",Owning code/config is implemented; `REQT-PRD-DATA-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-DATA-007,P0,YES,IMP-199,WP02,REQT-PRD-DATA-007,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.13,"Daily activity preserves working-day/vacation context, task count and maximum Complexity needed to reproduce HP/streak.",Owning code/config is implemented; `REQT-PRD-DATA-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AUDIT-001,P0,YES,IMP-200,WP02,REQT-PRD-AUDIT-001,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §24; Appendix C,Task edit/delete/recalculation must remain reproducible through versioning and ledger/reversal semantics rather than destructive overwrite.,Owning code/config is implemented; `REQT-PRD-AUDIT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AUDIT-002,P0,YES,IMP-201,WP02,REQT-PRD-AUDIT-002,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,End-of-day jobs must be idempotent and support safe recalculation after edit/delete.,Owning code/config is implemented; `REQT-PRD-AUDIT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-AUDIT-003,P0,YES,IMP-202,WP02,REQT-PRD-AUDIT-003,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,Goal rule_json must be declarative/backend-executable; free-form LLM judgment alone cannot decide goal completion.,Owning code/config is implemented; `REQT-PRD-AUDIT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NONE,MAPPED
PRD-EXT-001,P0_EXTERNAL_INTEGRATION,YES,IMP-203,WP03,REQT-PRD-EXT-001,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25; §5 Security note,"Corporate Personnel integration is required, but protocol/base URL/auth/unique employee key/normalization/sync details are not supplied and must not be invented.",Owning code/config is implemented; `REQT-PRD-EXT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Mock contract path is complete; production-ready status additionally requires real authorized provider evidence and must remain explicitly open until supplied.,REAL_PROVIDER_CONTRACT_EVIDENCE,MAPPED
