item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-160,WP12,5,PRD-DASH-003,FG-EMPLOYEE,"Personal Dashboard includes task count, Complexity distribution and average Complexity.","Implement the smallest owning-module slice that satisfies: Personal Dashboard includes task count, Complexity distribution and average Complexity.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Personal Dashboard includes task count, Complexity distribution and average Complexity.",REQT-PRD-DASH-003,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-161,WP12,5,PRD-DASH-004,FG-EMPLOYEE,Personal Dashboard includes AI-active days and current/best streak.,Implement the smallest owning-module slice that satisfies: Personal Dashboard includes AI-active days and current/best streak.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Personal Dashboard includes AI-active days and current/best streak.,REQT-PRD-DASH-004,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-162,WP12,5,PRD-DASH-005,FG-EMPLOYEE,Personal Dashboard includes Monthly Goals progress.,Implement the smallest owning-module slice that satisfies: Personal Dashboard includes Monthly Goals progress.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Personal Dashboard includes Monthly Goals progress.,REQT-PRD-DASH-005,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-163,WP12,5,PRD-DASH-006,FG-EMPLOYEE,Personal Dashboard includes AI Tools usage and category/subcategory breakdown.,Implement the smallest owning-module slice that satisfies: Personal Dashboard includes AI Tools usage and category/subcategory breakdown.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Personal Dashboard includes AI Tools usage and category/subcategory breakdown.,REQT-PRD-DASH-006,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-164,WP12,5,PRD-DASH-007,FG-EMPLOYEE,"Personal Dashboard includes activity trend, pet state/evolution and earned achievements/cosmetics.","Implement the smallest owning-module slice that satisfies: Personal Dashboard includes activity trend, pet state/evolution and earned achievements/cosmetics.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Personal Dashboard includes activity trend, pet state/evolution and earned achievements/cosmetics.",REQT-PRD-DASH-007,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-165,WP12,5,PRD-DASH-008,FG-EMPLOYEE,Benchmark comparison metrics do not generate points.,Implement the smallest owning-module slice that satisfies: Benchmark comparison metrics do not generate points.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Benchmark comparison metrics do not generate points.,REQT-PRD-DASH-008,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DASH-008` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-166,WP12,5,PRD-HIST-001,FG-EMPLOYEE,History has separate Tasks and Events views.,Implement the smallest owning-module slice that satisfies: History has separate Tasks and Events views.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,History has separate Tasks and Events views.,REQT-PRD-HIST-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HIST-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-167,WP12,5,PRD-HIST-002,FG-EMPLOYEE,"Task history supports search and filters for period, Complexity, tool, taxonomy, Monthly Goal, status and score.","Implement the smallest owning-module slice that satisfies: Task history supports search and filters for period, Complexity, tool, taxonomy, Monthly Goal, status and score.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Task history supports search and filters for period, Complexity, tool, taxonomy, Monthly Goal, status and score.",REQT-PRD-HIST-002,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HIST-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-168,WP12,5,PRD-HIST-003,FG-EMPLOYEE,"Event history covers key progress events including Score/XP, goals, streak, evolution, achievements/cosmetics, significa","Implement the smallest owning-module slice that satisfies: Event history covers key progress events including Score/XP, goals, streak, evolution, achievements/cosmetics, significant HP transitions, coma/recovery and vacation toggles.",web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,"Event history covers key progress events including Score/XP, goals, streak, evolution, achievements/cosmetics, significant HP transitions, coma/recovery and vacation toggles.",REQT-PRD-HIST-003,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HIST-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-169,WP12,5,PRD-HIST-004,FG-EMPLOYEE,Event history should not expose every routine daily HP delta; meaningful health transitions are the required user-facing,Implement the smallest owning-module slice that satisfies: Event history should not expose every routine daily HP delta; meaningful health transitions are the required user-facing events.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Event history should not expose every routine daily HP delta; meaningful health transitions are the required user-facing events.,REQT-PRD-HIST-004,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §15.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-HIST-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-170,WP12,5,PRD-ANL-001,FG-EMPLOYEE,Company analytics visible to ordinary employees is aggregate/anonymous and must not expose identifying raw task data.,Implement the smallest owning-module slice that satisfies: Company analytics visible to ordinary employees is aggregate/anonymous and must not expose identifying raw task data.,web-employee,frontend,P0,MVP_IN,WP04;WP06;WP07;WP08;WP09;WP10;WP11,Company analytics visible to ordinary employees is aggregate/anonymous and must not expose identifying raw task data.,REQT-PRD-ANL-001,QA-S07,TZ_AI_Tamagotchi_v1.0 (1).docx :: §16,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ANL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-171,WP13,5,PRD-DIR-001,FG-MGMT,"Director Dashboard covers authorized headcount, Total/Average Score, directorate rank, task dynamics, C1–C5, top tools/c","Implement the smallest owning-module slice that satisfies: Director Dashboard covers authorized headcount, Total/Average Score, directorate rank, task dynamics, C1–C5, top tools/categories, goals and employee score/activity list.",web-management,frontend,P0,MVP_IN,WP04;WP09;WP10;WP11,"Director Dashboard covers authorized headcount, Total/Average Score, directorate rank, task dynamics, C1–C5, top tools/categories, goals and employee score/activity list.",REQT-PRD-DIR-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DIR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-172,WP13,5,PRD-DIR-002,FG-MGMT,Director can drill down to employee profile and concrete task inside own directorate.,Implement the smallest owning-module slice that satisfies: Director can drill down to employee profile and concrete task inside own directorate.,web-management,frontend,P0,MVP_IN,WP04;WP09;WP10;WP11,Director can drill down to employee profile and concrete task inside own directorate.,REQT-PRD-DIR-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DIR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-173,WP13,5,PRD-DIR-003,FG-MGMT,Do not invent a standalone Director 'risks/attention' block not defined by Product.,Implement the smallest owning-module slice that satisfies: Do not invent a standalone Director 'risks/attention' block not defined by Product.,web-management,frontend,P0,MVP_IN,WP04;WP09;WP10;WP11,Do not invent a standalone Director 'risks/attention' block not defined by Product.,REQT-PRD-DIR-003,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DIR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-174,WP13,5,PRD-EXEC-001,FG-MGMT,"Executive Dashboard covers company headcount, task count, average Score/employee, activity dynamics, C1–C5, top tools/ca","Implement the smallest owning-module slice that satisfies: Executive Dashboard covers company headcount, task count, average Score/employee, activity dynamics, C1–C5, top tools/categories, goals and directorate ranking.",web-management,frontend,P0,MVP_IN,WP04;WP09;WP10;WP11,"Executive Dashboard covers company headcount, task count, average Score/employee, activity dynamics, C1–C5, top tools/categories, goals and directorate ranking.",REQT-PRD-EXEC-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EXEC-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-175,WP13,5,PRD-EXEC-002,FG-MGMT,Executive drilldown is company → directorate → employee → task.,Implement the smallest owning-module slice that satisfies: Executive drilldown is company → directorate → employee → task.,web-management,frontend,P0,MVP_IN,WP04;WP09;WP10;WP11,Executive drilldown is company → directorate → employee → task.,REQT-PRD-EXEC-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-EXEC-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-176,WP10,4,PRD-ADMIN-001,FG-ADMIN,"Admin modules cover employees/roles, directorates/directors, block/unblock/hide, calendar, taxonomy, AI tools/unrecogniz","Implement the smallest owning-module slice that satisfies: Admin modules cover employees/roles, directorates/directors, block/unblock/hide, calendar, taxonomy, AI tools/unrecognized tools, exports, technical scoring trace and audit logs.",admin-backend,backend,P0,MVP_IN,WP02;WP04;WP06,"Admin modules cover employees/roles, directorates/directors, block/unblock/hide, calendar, taxonomy, AI tools/unrecognized tools, exports, technical scoring trace and audit logs.",REQT-PRD-ADMIN-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §17.3; §21,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ADMIN-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-177,WP10,4,PRD-TAX-001,FG-DIRECTORY,Task taxonomy has two managed levels Category → Subcategory plus free tags.,Implement the smallest owning-module slice that satisfies: Task taxonomy has two managed levels Category → Subcategory plus free tags.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,Task taxonomy has two managed levels Category → Subcategory plus free tags.,REQT-PRD-TAX-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TAX-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-178,WP10,4,PRD-TAX-002,FG-DIRECTORY,AI selects from the managed category/subcategory dictionary and must not create categories itself.,Implement the smallest owning-module slice that satisfies: AI selects from the managed category/subcategory dictionary and must not create categories itself.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,AI selects from the managed category/subcategory dictionary and must not create categories itself.,REQT-PRD-TAX-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TAX-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-179,WP10,4,PRD-TAX-003,FG-DIRECTORY,"Admin may add, rename and deactivate taxonomy entries; historical tasks are not automatically reclassified.","Implement the smallest owning-module slice that satisfies: Admin may add, rename and deactivate taxonomy entries; historical tasks are not automatically reclassified.",taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,"Admin may add, rename and deactivate taxonomy entries; historical tasks are not automatically reclassified.",REQT-PRD-TAX-003,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TAX-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-180,WP10,4,PRD-TAX-004,FG-DIRECTORY,Each task version records taxonomy_version; editing an old task classifies the new version with current taxonomy.,Implement the smallest owning-module slice that satisfies: Each task version records taxonomy_version; editing an old task classifies the new version with current taxonomy.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,Each task version records taxonomy_version; editing an old task classifies the new version with current taxonomy.,REQT-PRD-TAX-004,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TAX-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-181,WP10,4,PRD-TAX-005,FG-DIRECTORY,Top-level taxonomy begins with the Product v1.0 category set; subcategory depth remains two managed levels.,Implement the smallest owning-module slice that satisfies: Top-level taxonomy begins with the Product v1.0 category set; subcategory depth remains two managed levels.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,Top-level taxonomy begins with the Product v1.0 category set; subcategory depth remains two managed levels.,REQT-PRD-TAX-005,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TAX-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-182,WP10,4,PRD-TOOL-001,FG-DIRECTORY,AI tools use a centralized directory with canonical name and aliases.,Implement the smallest owning-module slice that satisfies: AI tools use a centralized directory with canonical name and aliases.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,AI tools use a centralized directory with canonical name and aliases.,REQT-PRD-TOOL-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TOOL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-183,WP10,4,PRD-TOOL-002,FG-DIRECTORY,"A task may reference multiple tools and, when explicitly inferable, stores primary tool, tool role and usage order.","Implement the smallest owning-module slice that satisfies: A task may reference multiple tools and, when explicitly inferable, stores primary tool, tool role and usage order.",taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,"A task may reference multiple tools and, when explicitly inferable, stores primary tool, tool role and usage order.",REQT-PRD-TOOL-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TOOL-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-184,WP10,4,PRD-TOOL-003,FG-DIRECTORY,Unrecognized tool name is preserved and does not block the task; Admin may add it later.,Implement the smallest owning-module slice that satisfies: Unrecognized tool name is preserved and does not block the task; Admin may add it later.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,Unrecognized tool name is preserved and does not block the task; Admin may add it later.,REQT-PRD-TOOL-003,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TOOL-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-185,WP10,4,PRD-TOOL-004,FG-DIRECTORY,Tool model/version inside an AI service is not a required tracked field.,Implement the smallest owning-module slice that satisfies: Tool model/version inside an AI service is not a required tracked field.,taxonomy/tools,backend,P0,MVP_IN,WP02;WP04;WP06,Tool model/version inside an AI service is not a required tracked field.,REQT-PRD-TOOL-004,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §18.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-TOOL-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-186,WP10,4,PRD-NOTIF-001,FG-NOTIF,MVP notifications are in-app only.,Implement the smallest owning-module slice that satisfies: MVP notifications are in-app only.,notifications,backend,P0,MVP_IN,WP02;WP04;WP06,MVP notifications are in-app only.,REQT-PRD-NOTIF-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.1,ff.inAppNotifications,NONE,Owning code/config is implemented; `REQT-PRD-NOTIF-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-187,WP10,4,PRD-NOTIF-002,FG-NOTIF,"Notification domains include pet health, Monthly Goals, streak, progress events and limited leaderboard events.","Implement the smallest owning-module slice that satisfies: Notification domains include pet health, Monthly Goals, streak, progress events and limited leaderboard events.",notifications,backend,P0,MVP_IN,WP02;WP04;WP06,"Notification domains include pet health, Monthly Goals, streak, progress events and limited leaderboard events.",REQT-PRD-NOTIF-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §19.1,ff.inAppNotifications,NONE,Owning code/config is implemented; `REQT-PRD-NOTIF-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-188,WP10,4,PRD-ADMIN-002,FG-ADMIN,"Admin can manage directorates, transfers, directors, system role/status, block/unblock, exceptional manual employees and","Implement the smallest owning-module slice that satisfies: Admin can manage directorates, transfers, directors, system role/status, block/unblock, exceptional manual employees and personnel corrections.",admin-backend,backend,P0,MVP_IN,WP02;WP04;WP06,"Admin can manage directorates, transfers, directors, system role/status, block/unblock, exceptional manual employees and personnel corrections.",REQT-PRD-ADMIN-002,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ADMIN-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-189,WP10,4,PRD-ADMIN-003,FG-ADMIN,"Administrative changes are auditable with actor, action, entity, old value, new value and timestamp.","Implement the smallest owning-module slice that satisfies: Administrative changes are auditable with actor, action, entity, old value, new value and timestamp.",admin-backend,backend,P0,MVP_IN,WP02;WP04;WP06,"Administrative changes are auditable with actor, action, entity, old value, new value and timestamp.",REQT-PRD-ADMIN-003,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-ADMIN-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-190,WP10,4,PRD-CAL-001,FG-ADMIN,"A single corporate calendar defines weekends, official holidays and manually added company non-working days.","Implement the smallest owning-module slice that satisfies: A single corporate calendar defines weekends, official holidays and manually added company non-working days.",admin-backend,backend,P0,MVP_IN,WP02;WP04;WP06,"A single corporate calendar defines weekends, official holidays and manually added company non-working days.",REQT-PRD-CAL-001,QA-S08,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21.3,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-CAL-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-191,WP10,4,PRD-EXP-001,FG-EXPORT,Exports support XLSX and CSV with role-based scope.,Implement the smallest owning-module slice that satisfies: Exports support XLSX and CSV with role-based scope.,exports,backend,P0,MVP_IN,WP02;WP04;WP06,Exports support XLSX and CSV with role-based scope.,REQT-PRD-EXP-001,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §22,ff.exports,NONE,Owning code/config is implemented; `REQT-PRD-EXP-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-192,WP10,4,PRD-EXP-002,FG-EXPORT,"Task-level export can represent current task version or, in audit mode, a specific historical version.","Implement the smallest owning-module slice that satisfies: Task-level export can represent current task version or, in audit mode, a specific historical version.",exports,backend,P0,MVP_IN,WP02;WP04;WP06,"Task-level export can represent current task version or, in audit mode, a specific historical version.",REQT-PRD-EXP-002,QA-S09,TZ_AI_Tamagotchi_v1.0 (1).docx :: §22.1,ff.exports,NONE,Owning code/config is implemented; `REQT-PRD-EXP-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-193,WP02,1,PRD-DATA-001,FG-DATA,"Personnel identity, current directorate, application role/status and active state are represented separately from immuta","Implement the smallest owning-module slice that satisfies: Personnel identity, current directorate, application role/status and active state are represented separately from immutable task history.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Personnel identity, current directorate, application role/status and active state are represented separately from immutable task history.",REQT-PRD-DATA-001,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §21; §23,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-194,WP02,1,PRD-DATA-002,FG-DATA,"Task/version data preserves raw input, normalized description, processing/classification output, timestamps and version ","Implement the smallest owning-module slice that satisfies: Task/version data preserves raw input, normalized description, processing/classification output, timestamps and version lineage needed for audit.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Task/version data preserves raw input, normalized description, processing/classification output, timestamps and version lineage needed for audit.",REQT-PRD-DATA-002,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23; §24,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-195,WP02,1,PRD-DATA-003,FG-DATA,"Task-tool mapping supports recognized/unrecognized tools, primary flag, role description and sequence when known.","Implement the smallest owning-module slice that satisfies: Task-tool mapping supports recognized/unrecognized tools, primary flag, role description and sequence when known.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Task-tool mapping supports recognized/unrecognized tools, primary flag, role description and sequence when known.",REQT-PRD-DATA-003,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.9,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-196,WP02,1,PRD-DATA-004,FG-DATA,Task URLs are stored independently and can be removed without the application opening/analyzing them.,Implement the smallest owning-module slice that satisfies: Task URLs are stored independently and can be removed without the application opening/analyzing them.,db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,Task URLs are stored independently and can be removed without the application opening/analyzing them.,REQT-PRD-DATA-004,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.10,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-197,WP02,1,PRD-DATA-005,FG-DATA,"Score accounting uses event/ledger semantics with deltas, source references, directorate attribution, SPB event date and","Implement the smallest owning-module slice that satisfies: Score accounting uses event/ledger semantics with deltas, source references, directorate attribution, SPB event date and reversal linkage.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Score accounting uses event/ledger semantics with deltas, source references, directorate attribution, SPB event date and reversal linkage.",REQT-PRD-DATA-005,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.11; Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-005` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-198,WP02,1,PRD-DATA-006,FG-DATA,"Pet state covers HP, health state, vacation, current/best streak, Evolution XP/stage/branch and coma recovery progress.","Implement the smallest owning-module slice that satisfies: Pet state covers HP, health state, vacation, current/best streak, Evolution XP/stage/branch and coma recovery progress.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Pet state covers HP, health state, vacation, current/best streak, Evolution XP/stage/branch and coma recovery progress.",REQT-PRD-DATA-006,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.12,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-006` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
